cycle,state,senate_class,start_date,end_date,DEM_poll,REP_poll,DEM_result,REP_result,error,absolute_error
2000,NJ,1,8/24/00,8/27/00,24,29,50.11,47.1,8.01,8.01
2000,NJ,1,8/18/00,8/19/00,30,28,50.11,47.1,1.01,1.01
2000,NJ,1,8/14/00,8/16/00,43,35,50.11,47.1,-4.99,4.99
2000,NJ,1,8/3/00,8/5/00,29,26,50.11,47.1,0.01,0.01
2006,NJ,1,8/28/06,8/28/06,39,44,53.37,44.34,14.03,14.03
2006,NJ,1,8/21/06,8/27/06,39,43,53.37,44.34,13.03,13.03
2006,NJ,1,8/15/06,8/21/06,43.3,40.5,53.37,44.34,6.23,6.23
2006,NJ,1,8/11/06,8/13/06,42,40,53.37,44.34,7.03,7.03
2008,NJ,2,8/7/08,8/11/08,50,32,56.03,41.95,-3.92,3.92
2008,NJ,2,8/4/08,8/4/08,53,38,56.03,41.95,-0.92,0.92
2008,NJ,2,8/4/08,8/10/08,48,41,56.03,41.95,7.08,7.08
2014,NJ,2,7/31/14,8/4/14,47,37,55.84,42.33,3.51,3.51
2006,NM,1,8/25/06,8/31/06,62,23,70.61,29.33,2.28,2.28
2006,NM,1,8/15/06,8/21/06,58.6,31.2,70.61,29.33,13.88,13.88
2008,NM,2,8/20/08,8/20/08,52,44,61.33,38.67,14.66,14.66
2012,NM,1,8/21/12,8/21/12,48,41,51.01,45.28,-1.27,1.27
2012,NM,1,8/14/12,8/19/12,51,44,51.01,45.28,-1.27,1.27
2012,NM,1,8/5/12,8/7/12,50,41,51.01,45.28,-3.27,3.27
2014,NM,2,8/12/14,8/14/14,53,35,55.56,44.44,-6.88,6.88
1994,NV,1,8/29/94,8/31/94,53,28,50.93,41,-15.07,15.07
1994,NV,1,8/15/94,8/17/94,54,27,50.93,41,-17.07,17.07
1998,NV,3,8/24/98,8/26/98,46,41,47.88,47.78,-4.9,4.9
1998,NV,3,7/29/98,8/4/98,46,40,47.88,47.78,-5.9,5.9
2006,NV,1,8/15/06,8/21/06,44.7,48.1,40.99,55.36,-10.97,10.97
2006,NV,1,8/12/06,8/12/06,33,54,40.99,55.36,6.63,6.63
2010,NV,3,8/23/10,8/25/10,45,44,50.29,44.55,4.74,4.74
2010,NV,3,8/16/10,8/16/10,48,50,50.29,44.55,7.74,7.74
2010,NV,3,8/9/10,8/11/10,46,44,50.29,44.55,3.74,3.74
2010,NV,3,8/4/10,8/4/10,45.6,41,50.29,44.55,1.14,1.14
2010,NV,3,7/30/10,8/1/10,48,44,50.29,44.55,1.74,1.74
2010,NV,3,7/30/10,8/1/10,52,36,50.29,44.55,-10.26,10.26
2012,NV,1,8/23/12,8/26/12,45,47,44.71,45.87,0.84,0.84
2012,NV,1,8/16/12,8/21/12,39,44,44.71,45.87,3.84,3.84
2012,NV,1,8/13/12,8/15/12,44,42,44.71,45.87,-3.16,3.16
2016,NV,3,8/15/16,8/17/16,37,37,47.1,44.67,2.43,2.43
2016,NV,3,8/2/16,8/5/16,35,38,47.1,44.67,5.43,5.43
1992,NY,3,8/17/92,8/24/92,36,35,47.78,49.03,-2.25,2.25
1994,NY,1,8/22/94,8/30/94,65,17,55.25,41.51,-34.26,34.26
1994,NY,1,8/15/94,8/17/94,70,24,55.25,41.51,-32.26,32.26
1998,NY,3,8/10/98,8/12/98,30,48,54.62,44.08,28.54,28.54
2000,NY,1,8/24/00,8/25/00,47,45,55.27,43.01,10.26,10.26
2000,NY,1,8/14/00,8/16/00,46,43,55.27,43.01,9.26,9.26
2004,NY,3,8/3/04,8/9/04,62,13,71.16,24.24,-2.08,2.08
2006,NY,1,8/15/06,8/21/06,55.1,34.4,67,31.01,15.29,15.29
2006,NY,1,8/7/06,8/18/06,60,35,67,31.01,10.99,10.99
2006,NY,1,7/31/06,8/3/06,58,32,67,31.01,9.99,9.99
2010,NY,3,8/9/10,8/12/10,54,29,66.31,32.2,9.11,9.11
2012,NY,1,8/14/12,8/19/12,65,22,72.19,26.33,2.86,2.86
2016,NY,3,8/28/16,8/30/16,60,23,70.6,27.17,6.43,6.43
2016,NY,3,8/7/16,8/10/16,63,24,70.6,27.17,4.43,4.43
1992,OH,3,8/9/92,8/12/92,47,38,50.88,42.22,-0.34,0.34
1994,OH,1,8/16/94,8/30/94,33,44,39.23,53.44,-3.21,3.21
2004,OH,3,8/18/04,8/27/04,31,45,36.14,63.85,-13.71,13.71
2006,OH,1,8/23/06,8/27/06,46,40,56.16,43.82,6.34,6.34
2006,OH,1,8/22/06,8/22/06,45,42,56.16,43.82,9.34,9.34
2006,OH,1,8/15/06,8/21/06,47.2,38.7,56.16,43.82,3.84,3.84
2006,OH,1,8/5/06,8/7/06,49,41,56.16,43.82,4.34,4.34
2010,OH,3,8/30/10,8/30/10,41,47,39.4,56.85,-11.45,11.45
2010,OH,3,8/27/10,8/29/10,38,45,39.4,56.85,-10.45,10.45
2010,OH,3,8/16/10,8/16/10,39,48,39.4,56.85,-8.45,8.45
2010,OH,3,8/6/10,8/8/10,36,43,39.4,56.85,-10.45,10.45
2010,OH,3,8/6/10,8/8/10,41,47,39.4,56.85,-11.45,11.45
2010,OH,3,8/2/10,8/2/10,40,44,39.4,56.85,-13.45,13.45
2012,OH,1,8/27/12,8/27/12,44,41,50.7,44.7,3,3
2012,OH,1,8/16/12,8/21/12,48,47,50.7,44.7,5,5
2012,OH,1,8/15/12,8/25/12,44,44,50.7,44.7,6,6
2012,OH,1,8/15/12,8/21/12,48,41,50.7,44.7,-1,1
2012,OH,1,8/13/12,8/13/12,44,44,50.7,44.7,6,6
2012,OH,1,8/9/12,8/12/12,47,37,50.7,44.7,-4,4
2016,OH,3,8/26/16,8/27/16,39,48,37.16,58.03,-11.87,11.87
2016,OH,3,8/25/16,8/27/16,25,40,37.16,58.03,-5.87,5.87
2016,OH,3,8/18/16,8/21/16,40,48,37.16,58.03,-12.87,12.87
2016,OH,3,8/17/16,8/19/16,39,46,37.16,58.03,-13.87,13.87
2016,OH,3,8/3/16,8/7/16,43,48,37.16,58.03,-15.87,15.87
2016,OH,3,7/30/16,8/7/16,40,49,37.16,58.03,-11.87,11.87
1990,OK,2,8/21/90,8/23/90,76,11,83.18,16.82,1.36,1.36
1992,OK,3,8/14/92,8/16/92,37,56,38.19,58.55,-1.36,1.36
1992,OK,3,8/14/92,8/16/92,26,58,38.19,58.55,11.64,11.64
1994,OK,2,8/14/94,8/19/94,49,38,39.95,55.21,-26.26,26.26
1994,OK,2,8/1/94,8/3/94,40,35,39.95,55.21,-20.26,20.26
1996,OK,2,8/3/96,8/5/96,26,58,40.08,56.68,15.4,15.4
2004,OK,3,8/30/04,8/30/04,37,44,41.24,52.77,-4.53,4.53
2004,OK,3,8/16/04,8/18/04,43,47,41.24,52.77,-7.53,7.53
2004,OK,3,8/10/04,8/12/04,39,47,41.24,52.77,-3.53,3.53
2004,OK,3,8/8/04,8/11/04,43,45,41.24,52.77,-9.53,9.53
2008,OK,2,8/12/08,8/14/08,41,50,39.18,56.68,-8.5,8.5
2010,OK,3,8/26/10,8/26/10,24,67,26.13,70.64,-1.51,1.51
2014,OK,2,8/28/14,8/30/14,27.6,59.1,28.55,68.01,-7.96,7.96
2014,OK,3,8/28/14,8/30/14,27.9,58.4,28.98,67.85,-8.37,8.37
2014,OK,3,8/27/14,8/28/14,34,57,28.98,67.85,-15.87,15.87
1990,OR,2,8/22/90,8/27/90,27,63,46.19,53.68,28.51,28.51
1990,OR,2,8/1/90,8/2/90,27,54,46.19,53.68,19.51,19.51
1996,OR,2,8/27/96,8/31/96,45,46,45.9,49.8,-2.9,2.9
1996,OR,2,8/5/96,8/19/96,39,43,45.9,49.8,0.1,0.1
2002,OR,2,8/15/02,8/18/02,41,45,39.61,56.21,-12.6,12.6
2008,OR,2,8/15/08,8/15/08,38,47,48.9,45.55,12.35,12.35
2008,OR,2,8/7/08,8/7/08,44,50,48.9,45.55,9.35,9.35
2008,OR,2,8/2/08,8/4/08,37,49,48.9,45.55,15.35,15.35
2010,OR,3,8/22/10,8/22/10,56,36,57.22,39.25,-2.03,2.03
2014,OR,2,8/5/14,8/7/14,47,38,55.73,36.87,9.86,9.86
2014,OR,2,8/1/14,8/5/14,52,33,55.73,36.87,-0.14,0.14
1998,PA,3,8/2/98,8/4/98,25,57,34.79,61.34,5.45,5.45
2000,PA,1,8/14/00,8/16/00,36,47,45.51,52.41,4.1,4.1
2004,PA,3,8/26/04,8/28/04,31,51,41.99,52.62,9.37,9.37
2004,PA,3,8/16/04,8/18/04,32,49,41.99,52.62,6.37,6.37
2004,PA,3,8/13/04,8/21/04,36,54,41.99,52.62,7.37,7.37
2004,PA,3,8/13/04,8/21/04,36,56,41.99,52.62,9.37,9.37
2004,PA,3,8/11/04,8/16/04,33,48,41.99,52.62,4.37,4.37
2004,PA,3,8/2/04,8/15/04,26,53,41.99,52.62,16.37,16.37
2006,PA,1,8/23/06,8/27/06,56,38,58.64,41.28,-0.64,0.64
2006,PA,1,8/23/06,8/23/06,48,40,58.64,41.28,9.36,9.36
2006,PA,1,8/15/06,8/21/06,50.5,41.7,58.64,41.28,8.56,8.56
2006,PA,1,8/13/06,8/16/06,51,37,58.64,41.28,3.36,3.36
2006,PA,1,8/11/06,8/13/06,47,41,58.64,41.28,11.36,11.36
2006,PA,1,8/8/06,8/13/06,47,40,58.64,41.28,10.36,10.36
2006,PA,1,8/6/06,8/6/06,45,39,58.64,41.28,11.36,11.36
2010,PA,3,8/30/10,8/30/10,42,48,48.99,51.01,3.98,3.98
2010,PA,3,8/27/10,8/29/10,37,40,48.99,51.01,0.98,0.98
2010,PA,3,8/27/10,8/29/10,37,47,48.99,51.01,7.98,7.98
2010,PA,3,8/16/10,8/23/10,31,40,48.99,51.01,6.98,6.98
2010,PA,3,8/16/10,8/16/10,40,48,48.99,51.01,5.98,5.98
2010,PA,3,8/16/10,8/23/10,28,31,48.99,51.01,0.98,0.98
2010,PA,3,8/14/10,8/16/10,36,45,48.99,51.01,6.98,6.98
2010,PA,3,8/4/10,8/4/10,34.93,47.55,48.99,51.01,10.6,10.6
2012,PA,1,8/21/12,8/23/12,53,34,53.69,44.59,-9.9,9.9
2012,PA,1,8/7/12,8/7/12,28.06,46.76,53.69,44.59,27.8,27.8
2012,PA,1,8/7/12,8/12/12,43,28,53.69,44.59,-5.9,5.9
2016,PA,3,8/30/16,8/31/16,44,41,47.34,48.77,-4.43,4.43
2016,PA,3,8/26/16,8/27/16,46,40,47.34,48.77,-7.43,7.43
2016,PA,3,8/26/16,8/29/16,45,41,47.34,48.77,-5.43,5.43
2016,PA,3,8/25/16,8/29/16,43,38,47.34,48.77,-6.43,6.43
2016,PA,3,8/25/16,8/28/16,39,46,47.34,48.77,5.57,5.57
2016,PA,3,8/21/16,8/28/16,48,45,47.34,48.77,-4.43,4.43
2016,PA,3,8/21/16,8/28/16,47,42,47.34,48.77,-6.43,6.43
2016,PA,3,8/3/16,8/7/16,48,44,47.34,48.77,-5.43,5.43
2016,PA,3,7/31/16,8/4/16,42,40,47.34,48.77,-3.43,3.43
2016,PA,3,7/30/16,8/7/16,47,44,47.34,48.77,-4.43,4.43
2016,PA,3,7/29/16,8/1/16,39,38,47.34,48.77,-2.43,2.43
1990,RI,2,8/22/90,8/29/90,52,40,61.83,38.17,11.66,11.66
1990,RI,2,8/14/90,8/19/90,45,39,61.83,38.17,17.66,17.66
1990,RI,2,8/14/90,8/19/90,48,42,61.83,38.17,17.66,17.66
1996,RI,2,8/5/96,8/6/96,44,38,63.48,35.05,22.43,22.43
1996,RI,2,7/31/96,8/2/96,49,33,63.48,35.05,12.43,12.43
2000,RI,1,8/26/00,8/30/00,31,48,41.15,56.88,1.27,1.27
2006,RI,1,8/23/06,8/23/06,44,42,53.35,46.33,5.02,5.02
2006,RI,1,8/16/06,8/21/06,42,43,53.35,46.33,8.02,8.02
2006,RI,1,8/3/06,8/3/06,44,38,53.35,46.33,1.02,1.02
1992,SC,3,8/24/92,8/26/92,43,33,50.07,46.95,-6.88,6.88
1996,SC,2,8/2/96,8/4/96,38,52,43.99,53.38,4.61,4.61
2004,SC,3,8/24/04,8/26/04,38,50,44.1,53.67,2.43,2.43
2004,SC,3,8/16/04,8/18/04,39,52,44.1,53.67,3.43,3.43
2010,SC,3,8/25/10,8/25/10,19,63,27.65,61.48,10.17,10.17
2016,SC,3,8/9/16,8/10/16,28,45,36.93,60.57,-6.64,6.64
1992,SD,3,8/14/92,8/16/92,66,23,64.9,32.51,-10.61,10.61
1996,SD,2,8/27/96,8/28/96,39,49,51.32,48.68,12.64,12.64
2002,SD,2,8/14/02,8/16/02,40,40,49.62,49.47,0.15,0.15
2002,SD,2,8/10/02,8/12/02,48,45,49.62,49.47,-2.85,2.85
2004,SD,3,8/25/04,8/30/04,53,45,49.42,50.58,-9.16,9.16
2004,SD,3,8/24/04,8/26/04,48,50,49.42,50.58,0.84,0.84
2004,SD,3,8/11/04,8/12/04,48,45,49.42,50.58,-4.16,4.16
2008,SD,2,8/12/08,8/14/08,61,34,62.49,37.51,-2.02,2.02
2014,SD,2,8/27/14,8/28/14,37.5,42,29.51,50.37,-16.36,16.36
2014,SD,2,8/12/14,8/13/14,31,39,29.51,50.37,-12.86,12.86
2014,SD,2,8/11/14,8/13/14,24,49,29.51,50.37,4.14,4.14
1994,TN,2,8/27/94,8/30/94,39,38,38.74,60.64,-22.9,22.9
1994,TN,1,8/27/94,8/30/94,41,47,42.09,56.35,-8.26,8.26
2002,TN,2,8/14/02,8/16/02,40,52,44.34,54.27,2.07,2.07
2002,TN,2,8/14/02,8/16/02,39,53,44.34,54.27,4.07,4.07
2006,TN,1,8/15/06,8/21/06,44.2,47.5,47.99,50.71,0.58,0.58
2006,TN,1,8/10/06,8/15/06,44,42,47.99,50.71,-4.72,4.72
2006,TN,1,8/10/06,8/10/06,42,48,47.99,50.71,3.28,3.28
2008,TN,2,8/10/08,8/12/08,30,60,31.64,65.14,-3.5,3.5
2014,TN,2,8/11/14,8/12/14,32,47,31.87,61.87,-15,15
1990,TX,2,8/5/90,8/8/90,29,58,37.41,60.24,6.17,6.17
1994,TX,1,8/18/94,8/27/94,30,49,38.31,60.85,-3.54,3.54
2000,TX,1,8/7/00,8/30/00,23,55,32.35,65.04,-0.69,0.69
2002,TX,2,8/26/02,8/28/02,39,45,43.33,55.3,-5.97,5.97
2002,TX,2,8/14/02,8/16/02,32,37,43.33,55.3,-6.97,6.97
2002,TX,2,7/31/02,8/8/02,46,46,43.33,55.3,-11.97,11.97
2002,TX,2,7/29/02,8/1/02,35,46,43.33,55.3,-0.97,0.97
2002,TX,2,7/29/02,8/1/02,35,50,43.33,55.3,3.03,3.03
2006,TX,1,8/31/06,8/31/06,32,58,36.04,61.69,0.35,0.35
2006,TX,1,8/15/06,8/21/06,37.3,54.6,36.04,61.69,-8.35,8.35
2006,TX,1,8/3/06,8/3/06,31,61,36.04,61.69,4.35,4.35
2008,TX,2,8/21/08,8/21/08,38,52,42.84,54.82,2.02,2.02
2014,TX,2,8/4/14,8/5/14,29,47,34.36,61.56,-9.2,9.2
1992,UT,3,8/15/92,8/16/92,39,47,39.71,55.38,-7.67,7.67
2000,UT,1,8/28/00,8/31/00,27,59,31.51,65.58,-2.07,2.07
2010,UT,3,8/23/10,8/23/10,29,54,32.77,61.56,-3.79,3.79
2016,UT,3,8/19/16,8/21/16,21,51,27.06,68.15,-11.09,11.09
2016,UT,3,7/18/16,8/4/16,22,57,27.06,68.15,-6.09,6.09
1996,VA,2,8/12/96,8/17/96,23,50,47.39,52.48,21.91,21.91
2000,VA,1,8/14/00,8/16/00,43,51,47.68,52.26,3.42,3.42
2006,VA,1,8/18/06,8/20/06,45,48,49.59,49.2,3.39,3.39
2006,VA,1,8/16/06,8/16/06,42,47,49.59,49.2,5.39,5.39
2006,VA,1,8/15/06,8/21/06,47.9,46.6,49.59,49.2,-0.91,0.91
2008,VA,2,8/12/08,8/12/08,61,35,65.03,33.73,5.3,5.3
2008,VA,2,8/8/08,8/10/08,58,34,65.03,33.73,7.3,7.3
2012,VA,1,8/23/12,8/23/12,45,45,52.87,46.96,5.91,5.91
2012,VA,1,8/16/12,8/19/12,46,46,52.87,46.96,5.91,5.91
2012,VA,1,8/7/12,8/7/12,46,46,52.87,46.96,5.91,5.91
2012,VA,1,7/31/12,8/6/12,48,46,52.87,46.96,3.91,3.91
1998,VT,3,8/1/98,8/3/98,69,20,72.22,22.45,0.77,0.77
2000,VT,1,8/14/00,8/16/00,28,61,25.43,65.56,-7.13,7.13
2000,WA,1,8/14/00,8/16/00,40,40,48.73,48.64,0.09,0.09
2004,WA,3,8/23/04,8/26/04,53,31,54.98,42.74,-9.76,9.76
2004,WA,3,8/21/04,8/23/04,49,41,54.98,42.74,4.24,4.24
2004,WA,3,8/9/04,8/11/04,49,40,54.98,42.74,3.24,3.24
2006,WA,1,8/28/06,8/29/06,53,36,56.81,39.91,-0.1,0.1
2006,WA,1,8/25/06,8/27/06,56,39,56.81,39.91,-0.1,0.1
2006,WA,1,8/25/06,8/27/06,48,43,56.81,39.91,11.9,11.9
2006,WA,1,8/15/06,8/21/06,50.9,43.3,56.81,39.91,9.3,9.3
2006,WA,1,8/15/06,8/15/06,46,40,56.81,39.91,10.9,10.9
2010,WA,3,8/31/10,8/31/10,47,50,52.36,47.64,7.72,7.72
2010,WA,3,8/25/10,8/31/10,50,45,52.36,47.64,-0.28,0.28
2010,WA,3,8/18/10,8/19/10,45,52,52.36,47.64,11.72,11.72
2010,WA,3,8/18/10,8/18/10,48,44,52.36,47.64,0.72,0.72
2010,WA,3,7/27/10,8/1/10,49,46,52.36,47.64,1.72,1.72
2010,WA,3,7/27/10,8/1/10,50,39,52.36,47.64,-6.28,6.28
2016,WA,3,8/9/16,8/13/16,52,34,58.83,40.86,-0.03,0.03
1992,WI,3,8/12/92,8/13/92,28,46,52.57,46.01,24.56,24.56
1998,WI,3,8/7/98,8/26/98,54,30,50.55,48.4,-21.85,21.85
2006,WI,1,8/15/06,8/21/06,50.7,32.9,67.31,29.48,20.03,20.03
2006,WI,1,8/10/06,8/10/06,59,31,67.31,29.48,9.83,9.83
2010,WI,3,8/24/10,8/24/10,46,47,47.02,51.86,-3.84,3.84
2010,WI,3,8/24/10,8/24/10,47,40,47.02,51.86,-11.84,11.84
2010,WI,3,8/10/10,8/10/10,48,39,47.02,51.86,-13.84,13.84
2010,WI,3,8/10/10,8/10/10,46,47,47.02,51.86,-3.84,3.84
2012,WI,1,8/16/12,8/19/12,41,50,51.41,45.86,14.55,14.55
2012,WI,1,8/16/12,8/19/12,40,50,51.41,45.86,15.55,15.55
2012,WI,1,8/16/12,8/21/12,44,50,51.41,45.86,11.55,11.55
2012,WI,1,8/16/12,8/19/12,44,49,51.41,45.86,10.55,10.55
2012,WI,1,8/15/12,8/15/12,43,54,51.41,45.86,16.55,16.55
2012,WI,1,8/2/12,8/5/12,43,48,51.41,45.86,10.55,10.55
2012,WI,1,8/2/12,8/5/12,42,46,51.41,45.86,9.55,9.55
2012,WI,1,7/31/12,8/6/12,47,47,51.41,45.86,5.55,5.55
2016,WI,3,8/27/16,8/30/16,54,41,46.81,50.17,-16.36,16.36
2016,WI,3,8/26/16,8/27/16,49,42,46.81,50.17,-10.36,10.36
2016,WI,3,8/25/16,8/25/16,55,37,46.81,50.17,-21.36,21.36
2016,WI,3,8/25/16,8/28/16,48,45,46.81,50.17,-6.36,6.36
2016,WI,3,8/21/16,8/22/16,49.6,46.6,46.81,50.17,-6.36,6.36
2016,WI,3,8/4/16,8/7/16,50,39,46.81,50.17,-14.36,14.36
2016,WI,3,8/4/16,8/7/16,49,43,46.81,50.17,-9.36,9.36
2016,WI,3,8/4/16,8/7/16,53,42,46.81,50.17,-14.36,14.36
2016,WI,3,8/4/16,8/7/16,47,38,46.81,50.17,-12.36,12.36
2016,WI,3,7/30/16,8/1/16,49.7,44.2,46.81,50.17,-8.86,8.86
2006,WV,1,8/1/06,8/1/06,56,31,64.42,33.71,5.71,5.71
2010,WV,1,8/29/10,8/29/10,48,42,53.47,43.4,4.07,4.07
2010,WV,1,7/26/10,8/2/10,54,32,53.47,43.4,-11.93,11.93
2012,WV,1,8/22/12,8/25/12,66,27,60.57,36.47,-14.9,14.9
2014,WV,2,8/20/14,8/21/14,33,50,34.46,62.12,-10.66,10.66
2014,WV,2,8/15/14,8/23/14,37,54,34.46,62.12,-10.66,10.66
2014,WY,2,8/20/14,8/21/14,27,63,17.45,72.19,-18.74,18.74
